,bsid,auc,evd,visual_index,timing_index,omission_index,post_omission_index,strategy_index
0,1050987699,0.7581431742462617,-1590.1510759298835,17.222473523612003,0.0221047321635292,0.0086971240134445,2.868504428565979,17.200368791448472
1,1071409009,0.7332636016570029,-1980.2085575939127,3.714898472791397,4.964167790458976,0.1865049290117764,0.2868783562957162,-1.249269317667579
2,1071005395,0.7707431957925219,-1409.956487995296,19.333505182485656,3.3638973155171703,0.2529315716793653,1.5248385926067425,15.969607866968484
3,1077916733,0.7706730204417294,-1454.8107856225542,16.156758232109883,3.16046353311837,0.0183841550567509,4.045088343008238,12.996294698991512
4,1084963019,0.7758341956302766,-1377.8610876859311,12.777296561221563,0.2185020718777298,0.1418907857871725,2.03601229507568,12.558794489343834
5,1044408432,0.7179904219752417,-1474.3343940840275,9.261341405152242,0.448605709975251,0.2045126906845807,0.5373163291122004,8.812735695176992
6,1044624428,0.6962909878926488,-1709.2616820137628,2.07863815321322,1.1127055213776975,0.0190067431538026,0.8687829695586967,0.965932631835522
7,1052162536,0.7048518566382906,-1685.152096834412,7.910682189437836,0.1914023005326363,0.0760116490149911,0.9006354223700281,7.719279888905199
8,1056528863,0.7756075917700757,-1432.7554488037567,5.598740428701293,5.0090293259701495,0.1206324647775731,0.2527692879215011,0.5897111027311439
9,1056746264,0.7863426673139537,-1279.4734479903418,15.165808425856229,2.992255934338236,0.2939855037148261,1.4232147889404223,12.173552491517992
10,1055253879,0.7464279739411117,-1421.4368355105107,16.72664918637907,0.6197782730413395,0.2728253218633755,1.924299146131484,16.10687091333773
11,1055431030,0.8306568619499491,-1056.4189630178298,27.808459439943256,0.4902968197959824,0.3104143701862046,4.912220268758937,27.31816262014728
12,1055260435,0.7361305531626877,-1546.112452379646,15.679697377726058,1.5389289496445688,0.1419272173147331,3.193099066654865,14.140768428081488
13,1055434752,0.7726090348899362,-1499.3677293097862,17.48553729412541,2.20706230392205,0.0684339529573152,3.321525460775558,15.27847499020336
14,1062781531,0.7697894177433819,-1079.8235131403198,37.40419700087224,0.1188524420619709,0.3514961260059612,3.0604961097666243,37.28534455881027
15,1063068136,0.786912135011045,-1310.214621041494,19.17695754996257,1.2925957562834962,0.1443369777565044,6.791070151419265,17.884361793679073
16,1062787784,0.7378475082643924,-1603.661783574993,13.618357992222286,2.49127383791564,0.2342706039359549,1.6989088656177886,11.127084154306647
17,1063068179,0.7444519218730437,-1936.070215798376,5.127179624732663,7.156336746292767,0.4281425905811359,3.025273236440651,-2.029157121560104
18,1067611872,0.7795390256779828,-1203.910581955628,31.317528397590827,0.4262517924005528,0.1519224883897405,4.663887738280371,30.891276605190274
19,1067817036,0.7639658571056644,-1420.9638082638703,16.241791023426323,1.6404948382522928,0.2597785859340198,2.5376086047868083,14.60129618517403
20,1065491938,0.7960218781990689,-1487.969640214389,18.492985069544403,5.576580535273585,0.2229834158077838,3.5727244001060434,12.916404534270818
21,1065927708,0.7938842221703699,-1344.9106959697092,21.186191631788333,2.4687311467592816,0.4693443340200812,6.191029698443836,18.71746048502905
22,1070995428,0.7676372281658626,-1593.6131295288942,12.165313922031205,3.48912564307945,0.1991306821059311,2.26878571018573,8.676188278951754
23,1069251052,0.8427765307374904,-930.2665023147274,29.716433518633234,0.7506003005872379,0.2657764332977024,4.492626247256297,28.965833218046
24,1069520080,0.8199808431817222,-1269.6467957727873,19.898497306379102,2.535597303574752,0.0411607200984334,3.8922786342393976,17.362900002804352
25,1071409007,0.7716834358114403,-1427.0376469818875,17.727617283110234,2.8275644878377726,0.4140688047833247,3.0948931222705527,14.900052795272462
26,1077733165,0.8135201261774437,-1196.843273684688,30.1528712664434,2.6986597405515584,0.0284936961228669,6.327124402640793,27.45421152589184
27,1081118392,0.7955438583155974,-1197.7736958048918,15.013006635566184,1.250617903872821,0.1872003631390522,1.2780455705445262,13.762388731693363
28,1081474898,0.7143616826267396,-1758.4020820277365,9.561008332287816,1.0662636200493836,0.0840071902079244,1.401735166401377,8.494744712238433
29,1084451488,0.7307628946144843,-1695.6374900395458,13.547981204142728,0.206715855583754,0.449251257789238,2.059415205005505,13.341265348558974
30,1079337334,0.8292494458262651,-1183.445346632012,10.456401268492083,5.523501887055092,0.3294221606507569,1.9568785783232696,4.932899381436991
31,1079049704,0.7583930490321431,-1496.4150999446138,12.83001361037972,3.2271638595662058,0.00094424381953,2.233771659345822,9.602849750813514
32,1081125370,0.752479163608488,-1432.266576777169,12.51197533952534,2.632711812978456,0.1868607570883384,3.502226232836997,9.879263526546882
33,1081469485,0.8007117795223113,-1262.8696951761813,23.097668106008488,2.550447545875111,0.2402469949874505,3.400847131165817,20.54722056013337
34,1099625106,0.8298367960814801,-1152.467446677183,27.500626026797537,5.550051096432162,1.0640138574340732,6.555975375428681,21.950574930365377
35,1099904879,0.8009832853926105,-1429.900922700981,14.649913407644688,8.849388261625121,0.0675008261991584,3.3683952332340548,5.800525146019567
36,1104106044,0.7620435110448477,-1323.646415537849,31.703203197583367,0.4818634787061083,0.2032609826509919,4.672169166316157,31.221339718877257
37,1104327579,0.7270216539749133,-1882.4143258724507,8.921307174688062,1.847569816824587,0.5738034781506297,3.0494112940591,7.073737357863475
38,1109709062,0.7731589180847708,-1332.8161026958114,17.613410375045977,1.378871387670005,0.0009278961709059,1.2133843749566495,16.23453898737597
39,1109924339,0.8007807058453003,-1028.5056301527657,28.36958056322682,0.7619920344760964,0.3256396055720365,2.9290418135885483,27.60758852875072
