stimulus_presentations_id,diff,licked
27,2.130327780010796,True
173,0.20114140356952426,True
228,-0.11179644160011337,True
241,-0.18079363499277967,True
297,-0.43710416158414667,True
311,-0.4458977154044943,True
345,-0.09518879626402299,False
380,-0.03434633916389318,True
405,0.04032679101475223,True
436,0.2875531687451933,False
446,0.12039417075044145,True
469,-0.1665899738598413,True
484,-0.20827785167868207,True
515,-0.13167483472421093,True
525,-0.1752502532826825,True
535,-0.253385069658445,True
574,0.12132185092224734,False
590,0.18729181718047538,True
601,0.10556775158704834,True
611,0.0028961682688244395,True
672,-0.43865049577189064,True
740,-0.01299064847321807,False
751,0.05032290534437722,True
761,0.0005871161108017553,True
800,-0.2593316398032157,True
833,-0.6518945284237101,True
848,-0.8445063753674895,True
863,-1.042580165780878,True
1005,-1.8545629930162044,True
1035,-1.8244468767050734,False
1048,-1.769472317607414,True
1066,-1.7250201987908595,False
1090,-2.0207713480418916,True
1105,-2.2871858120166446,True
1115,-2.392246771537661,False
1134,-2.7215934957935066,True
1152,-2.948285545026711,True
1162,-3.070689322625703,True
1190,-3.3135223307227255,True
1208,-3.3483218549843263,True
1269,-3.5460031182578238,True
1326,-3.719186908320263,True
1348,-3.6859247614456887,True
1358,-3.6260228777806325,True
1392,-3.6203192814555805,True
1410,-3.8143563516341232,True
1460,-4.140723620024357,True
1503,-3.987611534319558,True
1521,-4.00651240772,True
1565,-4.188402435072095,True
1626,-4.395517080029703,True
1642,-4.300210863063269,True
1658,-4.2172755148434575,True
1717,-3.865894730160742,True
1729,-3.781890548409845,True
1749,-3.821696935907674,True
1789,-4.09329705504304,True
1856,-3.816084033133888,True
1876,-3.8513356935471115,True
1911,-3.9252249211740584,True
1931,-3.9771437250002584,True
1942,-4.018815065093494,True
1981,-4.060008668474419,True
1991,-4.067952342572449,False
2010,-4.111695782769209,True
2031,-4.088890446849705,True
2062,-3.9762982697802247,True
2073,-3.934148373824354,True
2084,-3.912291115066372,True
2102,-3.847323060160427,False
2119,-3.8205470987839814,True
2155,-3.599784299923149,False
2167,-3.573166519445399,True
2186,-3.5342130591549155,True
2210,-3.482649875637264,False
2224,-3.600646531825031,True
2234,-3.693656667661649,True
2244,-3.7885092826037803,True
2270,-3.907270747325413,True
2280,-3.913239299198825,True
2300,-3.9804209260291086,True
2316,-4.071668347798248,True
2338,-4.039925708597316,True
2373,-3.6708687644402898,False
2384,-3.615431893865892,True
2404,-3.5234647720328907,True
2414,-3.4784216351874457,True
2425,-3.4630601370075036,True
2457,-3.4874528118279455,True
2472,-3.4135029719268273,True
2489,-3.269041770137192,True
2507,-3.1127664096664134,True
2560,-2.559503387167279,True
2570,-2.443906699333536,True
2597,-1.996498628097684,True
2618,-1.5695063064526993,True
2639,-1.0960860563616404,False
2650,-0.9582031710414878,True
2661,-0.8716569444999629,True
2671,-0.7822782405285267,True
2682,-0.6914816891551103,True
2692,-0.6113351726997278,True
2703,-0.5138330089685619,True
2724,-0.28673348414491207,True
2760,0.2910118045545995,True
2781,0.575664526933823,False
2795,0.6838743565760916,True
2806,0.7366565593690662,True
2832,0.9603356332094832,True
2844,1.0686352905849126,True
2865,1.2618215381167581,True
2877,1.3840436111422443,False
2905,1.4309612290129599,True
2919,1.4709758392688246,True
2929,1.4892806947064894,False
2942,1.5012627443358615,False
2954,1.563926053675998,False
2967,1.4943130456421636,True
2979,1.45597969398655,True
3002,1.4235894543718695,False
3012,1.2879705312259264,False
3022,1.1759052225729478,False
3032,1.1202812453764706,False
3045,1.1101422510285586,True
3056,1.1451948254883317,False
3070,1.0618706161935398,False
3085,0.9944787886537463,False
3095,0.9759301739397832,False
3111,0.8989684718671529,False
3121,0.8358577071051942,True
3132,0.8021657526775723,True
3143,0.8008900817124576,True
3153,0.8322240164565882,True
