,auc,evd,visual_index,timing_index,strategy_index
1051166160,0.7471417630935993,-1956.1335987326747,4.7040890586362,6.603285658636299,-1.8991966000000993
1052337558,0.8477285597152828,-1102.9164031552973,12.928186355171597,10.128554987423042,2.799631367748555
1050964920,0.8007414451926868,-1690.702012544556,4.36055130078811,8.027637655373637,-3.6670863545855266
1046591046,0.8679176926233714,-1077.341399627774,5.735441374982553,7.6790983495401495,-1.9436569745575962
1048008824,0.8976574082930796,-901.8945959748526,6.5074580962547035,13.5732271120597,-7.065769015804996
1050286728,0.83548451399098,-1336.480825511033,6.361830077830663,6.502568447279086,-0.14073836944842277
1052533824,0.8746522820363722,-911.0525503611861,15.922223928723048,10.350359583841051,5.5718643448819964
1051369434,0.7927664314836977,-1660.9870757494136,6.985284520665551,8.105171462846748,-1.1198869421811972
1049087721,0.9191769449077674,-562.587164477467,6.816067587190747,9.467313445922846,-2.651245858732099
1049284828,0.9541904012102688,-351.6694734627963,11.97468234905587,5.610786336473615,6.363896012582255
1046217735,0.83780127889818,-1120.8646450453525,6.729587502284358,4.572329772544287,2.1572577297400706
1048418461,0.8406319824794012,-879.7619685254831,9.093780196436576,4.951441780423101,4.142338416013475
1045875451,0.8956682966697684,-826.5447759506496,5.534724418846556,6.303859794286285,-0.7691353754397285
1046902362,0.8777387933222158,-1018.0314065112834,4.875020553451728,7.641572234926228,-2.7665516814744997
1047551353,0.7882153108278884,-1486.823813866009,6.162832523559756,6.727033069187692,-0.5642005456279353
1047776813,0.82647025232622,-1373.555022679946,6.866973286331541,8.579654746575377,-1.7126814602438358
1048219493,0.8976566123121745,-937.0823880414937,5.84964384947599,14.298816775129646,-8.449172925653656
1049519521,0.9086024004155617,-300.26270796285826,9.387596692983724,2.9150862687381003,6.472510424245623
1049769442,0.8123758799305567,-564.1069773202908,11.644357101562772,0.1547995716293014,11.489557529933471
1050664123,0.8390798706581896,-1399.3927409952375,3.9739020349027037,6.956176260688441,-2.982274225785737
1050311775,0.8464791420174803,-1132.810991012033,22.74575682913102,8.361357993636389,14.384398835494633
1049536543,0.7380200331182354,-1577.5148105371409,4.581054575157621,5.513046834664055,-0.9319922595064343
1049778048,0.8365176955904773,-1180.9953513131113,13.391377003304036,9.977597389882067,3.413779613421969
1065476199,0.8436579569782281,-1098.4867149701968,15.482325192444627,8.083916873984366,7.398408318460261
1064649117,0.8959788980616203,-644.9597016833504,15.81613830278227,4.841656044376085,10.974482258406185
1064412813,0.8485919967639104,-728.3686872853141,18.874097432957488,1.2362650126135442,17.637832420343944
1064856447,0.8755234889957775,-655.3159955383671,15.561420015767574,4.3396687248628485,11.221751290904725
1065921390,0.8669172791457338,-877.0279292639534,17.35240415159103,7.94830131440437,9.404102837186661
1063915396,0.8096672452240927,-1137.9838754934171,11.74302871320576,4.406520594658148,7.336508118547612
1064412809,0.7709449683570656,-1262.944623670599,11.781076708334068,3.8668328684920836,7.914243839841983
1074898315,0.8363108591408637,-1266.8413517158624,15.094478737971242,14.111664469358548,0.9828142686126942
1076280175,0.8158004235053915,-1406.4588985352675,8.117609091068505,13.043955499788604,-4.926346408720098
1078089225,0.843631628533841,-1102.945382352089,16.577535770246485,9.9599138465232,6.617621923723284
1077486812,0.8155572805382791,-1216.4800535835384,14.32781744044201,3.065472047687247,11.262345392754764
1076654236,0.9533696963665992,-149.13198496138648,0.1891436553188935,0.037320922691917176,0.15182273262697632
1077693265,0.8150013340448239,-1176.9884456298532,19.380125144298336,2.9270617862462522,16.453063358052084
1077871356,0.918007997284274,-625.5698291191075,41.92273755536852,3.165085579852083,38.75765197551644
1076464988,0.977090195187643,-130.72920891910326,1.5853706690720468,0.639487296378862,0.9458833726931848
1101292767,0.7767134141137989,-1565.758822183292,8.268746267057649,8.230518554848846,0.038227712208803055
1101059942,0.8344907850773585,-1160.157728145503,3.496676027908597,5.512246958309863,-2.0155709304012657
1101491532,0.7821605230464943,-1405.8336712351665,9.759528049820219,4.800976722429813,4.958551327390405
1125697218,0.8500777214999586,-922.5058481546876,27.083034277690864,5.0124746914570375,22.070559586233827
1125501444,0.7585680560512009,-1573.6216169973486,6.101828175777959,4.209511891917067,1.8923162838608913
1120522810,0.8772137038468697,-768.8226741268227,34.02629039200431,1.0761648947444304,32.95012549725988
1120307810,0.8766438412672222,-817.9473158026594,30.563693696522787,4.893959880798421,25.669733815724367
1123093694,0.7563655449763349,-1409.2962393210182,7.078285885834415,4.56281236489658,2.515473520937835
1123279081,0.7565949776230732,-1147.59401709144,9.616981269909623,3.047733995670188,6.5692472742394346
1124052250,0.9038789008873063,-444.9940799787437,1.281680765947046,10.948836400019688,-9.667155634072643
1124273004,0.8694964255241598,-547.7681773142613,2.8020975101699936,1.617175403092327,1.1849221070776665
1124483393,0.7541817665032331,-275.9434283785522,0.21394027399075727,6.02478747956153,-5.810847205570773
1125260357,0.8002943727014376,-1275.4494909996647,3.3791174989379864,2.8475877823915283,0.5315297165464581
1124677155,0.7682955023118958,-113.50582492284593,1.5859172782785074,5.794795358257542,-4.208878079979035
1129048947,0.9081473967531654,-1175.3446157720173,2.6329932133909786,49.05452834610743,-46.42153513271646
1135107017,0.9176157057439697,-813.1181532358896,43.0262727120134,21.29154194596997,21.73473076604343
1131651767,0.8562133045680745,-1254.6164643645752,10.980805814812271,23.329591760142574,-12.348785945330302
1127440350,0.8208173757874613,-1130.303301820837,7.850738239677622,10.859190846461065,-3.0084526067834423
1129644205,0.8982160951785167,-1233.580560392933,1.7928369029657374,44.76097512591475,-42.96813822294901
1134093278,0.8635207542699029,-1232.2775425059954,3.923289317831323,26.495298079664774,-22.57200876183345
1128009932,0.8324262009704062,-1349.2767822909518,2.9951582090853615,17.56956788506171,-14.574409675976348
1131497514,0.8773764768469839,-1333.814374974645,0.10255763111813818,38.52555297492729,-38.42299534380915
1128230936,0.8752399936295765,-1182.4740346763283,6.747526954012397,27.9090925021398,-21.161565548127403
1128496433,0.8766481458790311,-1260.2246896923825,3.82290311631756,31.03722716793521,-27.214324051617652
1128706822,0.8817996964968167,-1241.3308414887724,2.4009402148401424,35.10900974005682,-32.70806952521668
1129839807,0.9048944046218037,-1129.7246260110478,4.428469009087234,44.77767742328423,-40.349208414196994
1130346783,0.8986879842472497,-1099.4242938668904,7.438255857073431,36.38754884151913,-28.949292984445698
1131794350,0.8535955135371704,-1375.6586288528742,5.077991011456608,22.451430517927214,-17.373439506470607
1132234194,0.850596693184245,-1191.8223756433727,16.696011453833435,13.839742234497225,2.8562692193362107
1132878595,0.8433280433651736,-1319.2780346507207,0.3351175323996359,24.46747050314998,-24.132352970750343
1133612875,0.8841373138196633,-1306.0900068158153,0.4164792258257344,39.54204907960278,-39.12556985377705
1133879512,0.8899525760376747,-1189.457055648054,2.3190381010725254,38.2770145944305,-35.957976493357975
1134322824,0.9138364706973294,-888.964771066996,31.930930777161542,27.54484622057388,4.386084556587662
