stimulus_presentations_id,diff,licked
6,-2.7985279355706596,False
16,-2.787313216206688,False
27,-2.7579238928892655,False
38,-2.70062224544575,False
56,-2.4293267206031386,True
66,-2.2981861007133,False
77,-2.044957054376616,False
91,-1.761388247158336,False
105,-1.5259766379823563,False
116,-1.320743934997489,False
143,-1.111615872323053,False
154,-1.0463514986274904,False
164,-1.0256974011548698,False
175,-0.9615104610877094,False
186,-0.9408298102054602,False
206,-0.8582413755680807,False
216,-0.8006869235887479,False
226,-0.7613560684703837,False
241,-0.7857128258132564,False
253,-0.7680820411639541,False
265,-0.6915940133244987,False
276,-0.6634755281824081,False
290,-0.6282581364270572,False
315,-0.4174640391518626,False
325,-0.3980733032596328,False
336,-0.32454215226085165,False
349,-0.16201638464824364,False
360,-0.056727582680734884,False
371,0.10598755799553435,False
385,0.2836536222932912,False
399,0.4159099375764919,False
410,0.4900628982523411,False
426,0.5528746544940922,False
437,0.5652325111054912,False
448,0.5512245805706284,False
460,0.5027483501993602,False
470,0.4974605856773986,False
480,0.5397882402445586,False
493,0.6162976251165901,False
503,0.6416454568515603,False
513,0.636725596810299,False
527,0.6882940901741165,False
557,0.8708570242150333,False
568,0.9647296931973561,False
578,1.0562094066770058,False
599,1.1589320049876495,False
612,1.1613287891414341,False
635,1.0389403150505263,False
650,0.9363565856863675,False
676,0.8941631318566654,True
692,0.9670244235183003,False
703,0.999711872106131,True
730,1.2998660096077832,False
744,1.6076775316375551,False
754,1.7990100257482209,False
769,2.0432469481518667,False
785,2.2610638057268475,False
795,2.379297543432907,False
808,2.5163264440877877,False
818,2.6100812884894284,False
828,2.6947652352440628,False
849,2.8468884899425935,False
860,2.914341612726876,False
872,2.979299108375632,False
882,3.0268595729489505,False
895,3.080403024247953,False
906,3.1186385214055963,False
919,3.1557501619800683,False
931,3.1824479218705903,False
953,3.2128969369772107,False
969,3.220137181077996,False
982,3.320208504143483,False
992,3.398309374788657,False
1002,3.4722009523229227,False
1023,3.615379409574929,False
1037,3.7027878022645373,False
1052,3.7899545051202836,False
1067,3.871034727552834,False
1078,3.9267461473250007,False
1103,4.042676855721183,False
1113,4.085138706904462,False
1124,4.129379556562194,False
1134,4.167392074632962,False
1160,4.25708326025829,False
1177,4.3090411584925565,False
1191,4.347942626434426,False
1205,4.383366410848869,False
1215,4.406555284701075,False
1226,4.430026896079775,False
1237,4.451364196879724,False
1247,4.468912861738557,False
1261,4.490556264394456,False
1271,4.503924962878598,False
1284,4.518682343247654,False
1295,4.52888620920726,False
1309,4.538874257420336,False
1320,4.5442908232082715,False
1332,4.547667861559514,False
1343,4.5484350927290285,False
1369,4.5412353800801215,False
1392,4.524069236438702,False
1405,4.509472898025901,False
1415,4.495604752727446,False
1425,4.4793114420128655,False
1436,4.458539966079581,False
1449,4.4299112118527955,False
1462,4.39662425295278,False
1472,4.3676307570515,False
1484,4.328646733592372,False
1495,4.288609328422709,False
1515,4.204530849427446,False
1525,4.156410625769261,True
1536,4.193148251067139,False
1548,4.235784665377627,False
1561,4.275044514737842,False
1585,4.33030675708392,False
1595,4.347070894716746,False
1605,4.359990960307868,False
1632,4.377142422725354,False
1649,4.374889119572185,False
1659,4.368719655187478,False
1671,4.356284113370045,False
1684,4.336603205095934,False
1702,4.367682241434646,False
1712,4.4301261470212365,False
1722,4.489074563602088,False
1738,4.576854090716562,False
1749,4.633061161629424,False
1759,4.681396498501902,False
1769,4.727221740606432,False
1779,4.770756426094718,False
1792,4.824190540320087,False
1805,4.874269568869309,False
1827,4.952313367973013,False
1838,4.988467683021577,False
1862,5.0611375947909725,False
1876,5.099926168015193,False
1886,5.126033231358855,False
1900,5.1604351719164505,False
1922,5.2099443471495785,False
1932,5.230694368159964,False
1942,5.25032921858349,False
1954,5.272482201003057,False
1966,5.293173416851828,False
1977,5.310901096990962,False
1997,5.34028024994119,False
2008,5.354932770488558,False
2019,5.368531849482683,False
2039,5.390671438244069,False
2053,5.404242256525534,False
2063,5.41297909365816,False
2076,5.423142375754684,False
2089,5.431990518728745,False
2100,5.4384739033011265,False
2111,5.444026077594004,False
2136,5.453399337584113,False
2149,5.456549412740832,False
2159,5.458135967238025,False
2169,5.4589860645146935,False
2179,5.459127599230552,False
2189,5.458552468095998,False
2203,5.456560578625264,False
2219,5.452672872666809,False
2229,5.449354403802001,False
2240,5.444917507039566,False
2250,5.440134556081068,False
2261,5.434062096653319,False
2272,5.427134971905538,False
2297,5.408407696939357,False
2308,5.398819881119963,False
2320,5.387358782420704,False
2332,5.37485933399189,False
2345,5.360149012046725,False
2358,5.344201906833417,False
2368,5.331061217077364,False
2378,5.317145553420702,False
2388,5.302462486563252,False
2403,5.278991607899637,False
2413,5.26234416287697,False
2434,5.224775673066079,False
2449,5.19574242650187,False
2459,5.175315690256745,False
2474,5.143001073314931,False
2484,5.120329585096814,False
2509,5.059657758365949,False
2519,5.033708168651427,False
2544,4.964361752051026,False
2556,4.928696164069353,False
2568,4.89132467796602,False
2578,4.858807730186957,False
2600,4.7828349168917255,False
2610,4.746171025723881,False
2622,4.700265664264463,False
2632,4.660298411814294,False
2646,4.601599436763356,False
2656,4.557591903023806,False
2669,4.497618811376227,False
2682,4.434461458837536,False
2694,4.373028962026044,False
2706,4.308380887744382,False
2737,4.125158281097999,False
2752,4.02687843115072,False
2763,3.949912536661313,False
2783,3.7981445379102894,False
2796,3.690186596645171,False
2807,3.5918176610091126,True
2821,3.6164016250422035,False
2833,3.6854624103293863,False
2843,3.737143570246037,False
2854,3.78830472142667,False
2870,3.853174669321761,False
2880,3.8883331814486954,False
2893,3.9281945742667506,False
2905,3.9594826086055805,False
2918,3.9876574607128115,False
2928,4.005446116732195,False
2943,4.026112087197267,False
2957,4.0391462833661915,False
2970,4.04595151168726,False
2981,4.047721085624261,False
2997,4.0439014064984535,False
3009,4.036044219492085,False
3034,4.0062171576655805,False
3045,3.9872115938523,False
3071,3.979404547747257,False
3083,4.048033658319181,False
3095,4.112447745051796,False
3107,4.172996661634584,False
3118,4.225358996872571,False
3134,4.296677147363777,False
3145,4.342591761309806,False
3156,4.386070057018547,False
3168,4.430894503788152,False
3179,4.469741298478499,False
3189,4.503266264095059,False
3199,4.535133196026131,False
3209,4.565408952739855,False
3220,4.596959502514152,False
3231,4.62675664645835,False
3241,4.652369425630228,False
3261,4.699732397331692,False
3271,4.721563086678737,False
3296,4.771073734693844,False
3308,4.7924009689804885,False
3318,4.808938195845083,False
3329,4.825844418548952,False
3341,4.842835592402321,False
3351,4.8558598745044375,False
3367,4.874607032030812,False
3381,4.888953865412018,False
3392,4.898871329539418,False
3406,4.909828871495991,False
3418,4.917754980870155,False
3429,4.923811378812017,False
3440,4.928705622806987,False
3454,4.933290731708397,False
3470,4.9363317111830405,False
3490,4.936909286120654,False
3507,4.934601180694935,False
3518,4.931714665370463,False
3539,4.923180705811331,False
3549,4.917675850335839,False
3559,4.911192688242405,False
3569,4.903717286504429,False
3590,4.884897955344766,False
3611,4.861836875340364,False
3623,4.846660605227954,False
3636,4.828497876105341,False
3650,4.806918325744801,False
3660,4.790174333444172,False
3673,4.766693946991982,False
3683,4.747265839969524,False
3696,4.7201566824986765,False
3720,4.6646721061231124,False
3733,4.631493248020711,False
3744,4.601536310642524,False
3754,4.572714061408089,False
3765,4.539174897745193,False
3775,4.506956684744191,False
3785,4.473034394378584,False
3795,4.437284887812896,False
3809,4.384071895522435,False
3819,4.343683180816974,False
3834,4.279126186983324,False
3845,4.2285633614150875,False
3856,4.1749724038455,False
3867,4.118122739002139,False
3880,4.046433912275607,False
3892,3.975567899865779,False
3909,3.866800107824359,False
3921,3.783285595254871,False
3934,3.728961761868604,False
3947,3.7348491673761277,False
3957,3.73373821757635,False
3979,3.7144853636510313,False
4008,3.653781427217787,False
4020,3.6157780628558998,False
4045,3.509508420145057,False
4067,3.381987069840779,False
4094,3.2766684159464203,False
4104,3.268622587611256,False
4114,3.2500876985603933,False
4124,3.2206413490540204,False
4137,3.1657028817830497,False
4147,3.1095952992094094,False
4159,3.068207622222088,False
4169,3.0688364837209505,True
4179,3.1228467764441223,False
4191,3.187500386195226,False
4202,3.2305901464522826,False
4214,3.2610573106487397,False
4224,3.2737878602837363,False
4237,3.2733912571467183,False
4248,3.2581841463711156,False
4263,3.267700284325379,False
4285,3.352361832961085,False
4295,3.3745891023823997,False
4306,3.3873124065784284,False
4319,3.386871408405167,False
4331,3.3714339799790563,False
4344,3.3379014688961224,False
4364,3.250764001075715,False
4375,3.1828045996156,False
4388,3.080916283897377,False
4400,2.963375066899775,False
4410,2.8449513096993266,False
4420,2.7042888991868175,True
4444,2.579904161236139,False
4455,2.52613467125978,False
4482,2.4552134699544146,True
4495,2.469278903784158,False
4505,2.4472183479534086,False
4524,2.41431845759189,False
4535,2.478484391481147,False
4545,2.511286453074919,False
4555,2.5128047243713714,False
4578,2.6075913452880353,False
4588,2.6086784929928344,False
4618,2.5639850995511555,False
4634,2.7210002942928986,False
4646,2.872888421193723,False
4663,3.040948061814265,False
4675,3.131563964169154,False
4698,3.249741429222305,False
4719,3.3005375907181342,False
4730,3.305745504425033,False
4742,3.294066083015111,False
4754,3.2638165094635805,False
4768,3.3013057736145295,False
4778,3.3311325433367758,False
4792,3.352291047525957,False
